step,veh_id,route_id,start_lane,end_lane
2663,veh_2663_1,route_22_7,22,7
2664,veh_2664_1,route_10_19,10,19
2664,veh_2664_2,route_21_8,21,8
2670,veh_2670_1,route_22_1,22,1
2675,veh_2675_1,route_17_18,17,18
2675,veh_2675_2,route_20_13,20,13
2676,veh_2676_1,route_21_8,21,8
2680,veh_2680_1,route_11_12,11,12
2684,veh_2684_1,route_11_12,11,12
2684,veh_2684_2,route_10_19,10,19
2686,veh_2686_1,route_3_19,3,19
2687,veh_2687_1,route_17_18,17,18
2688,veh_2688_1,route_5_12,5,12
2690,veh_2690_1,route_14_7,14,7
2690,veh_2690_2,route_17_18,17,18
2693,veh_2693_1,route_16_1,16,1
2697,veh_2697_1,route_21_8,21,8
2697,veh_2697_2,route_20_13,20,13
2699,veh_2699_1,route_22_7,22,7
2701,veh_2701_1,route_10_19,10,19
2702,veh_2702_1,route_11_18,11,18
2703,veh_2703_1,route_22_7,22,7
2705,veh_2705_1,route_5_12,5,12
2705,veh_2705_2,route_17_18,17,18
2709,veh_2708_1,route_14_7,14,7
2708,veh_2709_1,route_4_13,4,13
2711,veh_2711_1,route_15_2,15,2
2711,veh_2711_2,route_16_1,16,1
2712,veh_2712_1,route_11_18,11,18
