step,veh_id,route_id,start_lane,end_lane
1621,veh_1621_2,route_22_7,22,7
1624,veh_1624_1,route_17_18,17,18
1624,veh_1624_2,route_6_7,6,7
1625,veh_1625_1,route_4_14,4,14
1625,veh_1625_2,route_20_14,20,14
1625,veh_1625_3,route_17_1,17,1
1627,veh_1627_1,route_5_13,5,13
1630,veh_1630_1,route_16_2,16,2
1633,veh_1633_1,route_15_8,15,8
1634,veh_1634_1,route_16_2,16,2
1634,veh_1634_2,route_4_14,4,14
1637,veh_1637_1,route_11_18,11,18
1637,veh_1637_2,route_22_7,22,7
1637,veh_1637_3,route_21_8,21,8
1640,veh_1640_1,route_10_19,10,19
1640,veh_1640_2,route_12_13,12,13
1642,veh_1642_1,route_22_1,22,1
1644,veh_1644_1,route_20_14,20,14
1648,veh_1648_1,route_17_1,17,1
1648,veh_1648_2,route_15_8,15,8
1649,veh_1649_1,route_16_2,16,2
1650,veh_1650_1,route_12_13,12,13
1650,veh_1650_2,route_4_14,4,14
1655,veh_1655_1,route_11_18,11,18
1657,veh_1657_1,route_10_19,10,19
1657,veh_1657_2,route_12_14,12,14
1662,veh_1662_1,route_20_14,20,14
1662,veh_1662_2,route_22_7,22,7
1665,veh_1665_1,route_21_8,21,8
1667,veh_1667_1,route_12_13,12,13
1667,veh_1667_2,route_17_1,17,1
1667,veh_1667_3,route_16_2,16,2
1668,veh_1668_1,route_4_14,4,14
1671,veh_1671_1,route_15_8,15,8
1672,veh_1672_1,route_3_18,3,18
1679,veh_1679_1,route_11_18,11,18
1679,veh_1679_2,route_10_19,10,19
1679,veh_1679_3,route_21_8,21,8
1682,veh_1682_1,route_12_13,12,13
1682,veh_1682_2,route_22_7,22,7
1684,veh_1684_1,route_6_7,6,7
1684,veh_1684_2,route_20_14,20,14
1686,veh_1686_1,route_17_18,17,18
1686,veh_1686_2,route_4_14,4,14
1686,veh_1686_3,route_3_18,3,18
1690,veh_1690_1,route_17_1,17,1
1690,veh_1690_2,route_16_2,16,2
1691,veh_1691_1,route_12_13,12,13
1695,veh_1695_1,route_11_18,11,18
1695,veh_1695_2,route_10_19,10,19
1697,veh_1697_1,route_22_7,22,7
1697,veh_1697_2,route_20_14,20,14
1699,veh_1699_1,route_21_8,21,8
1700,veh_1700_1,route_17_18,17,18
1703,veh_1703_1,route_16_2,16,2
1704,veh_1704_1,route_17_18,17,18
1704,veh_1704_2,route_6_7,6,7
1704,veh_1704_3,route_4_14,4,14
1708,veh_1708_1,route_15_8,15,8
1709,veh_1709_1,route_16_2,16,2
1711,veh_1711_1,route_17_1,17,1
1711,veh_1711_2,route_11_18,11,18
1711,veh_1711_3,route_10_19,10,19
1713,veh_1713_1,route_22_7,22,7
1713,veh_1713_2,route_21_8,21,8
1717,veh_1717_1,route_20_14,20,14
1719,veh_1719_1,route_17_1,17,1
1721,veh_1721_1,route_16_2,16,2
1724,veh_1724_1,route_15_8,15,8
1724,veh_1724_2,route_6_7,6,7
1726,veh_1726_1,route_21_8,21,8
1727,veh_1727_1,route_11_18,11,18
1729,veh_1729_1,route_4_14,4,14
1729,veh_1729_2,route_20_14,20,14
1731,veh_1731_1,route_5_13,5,13
1731,veh_1731_2,route_3_18,3,18
1737,veh_1737_1,route_16_2,16,2
1737,veh_1737_2,route_15_8,15,8
1738,veh_1738_1,route_17_1,17,1
1739,veh_1739_1,route_11_18,11,18
1739,veh_1739_2,route_10_19,10,19
1743,veh_1743_1,route_20_14,20,14
1743,veh_1743_2,route_22_7,22,7
1744,veh_1744_1,route_21_8,21,8
1747,veh_1747_1,route_20_14,20,14
1750,veh_1750_1,route_3_18,3,18
1751,veh_1751_1,route_4_14,4,14
1753,veh_1753_1,route_15_8,15,8
1756,veh_1756_1,route_16_2,16,2
1756,veh_1756_2,route_17_1,17,1
1758,veh_1758_1,route_11_18,11,18
1758,veh_1758_2,route_10_19,10,19
1758,veh_1758_3,route_9_19,9,19
1760,veh_1760_1,route_21_8,21,8
1760,veh_1760_2,route_22_7,22,7
1766,veh_1766_1,route_3_18,3,18
1766,veh_1766_2,route_5_13,5,13
1766,veh_1766_3,route_20_14,20,14
1767,veh_1767_1,route_4_14,4,14
1769,veh_1769_1,route_16_2,16,2
1771,veh_1771_1,route_15_8,15,8
1772,veh_1772_1,route_17_18,17,18
1775,veh_1775_1,route_21_8,21,8
1775,veh_1775_2,route_22_7,22,7
1778,veh_1778_1,route_9_2,9,2
1778,veh_1778_2,route_10_19,10,19
1778,veh_1778_3,route_20_14,20,14
1781,veh_1781_1,route_11_18,11,18
1781,veh_1781_2,route_4_14,4,14
1782,veh_1782_1,route_12_13,12,13
1782,veh_1782_2,route_6_7,6,7
1785,veh_1785_1,route_3_18,3,18
1790,veh_1790_1,route_15_8,15,8
1792,veh_1792_1,route_12_13,12,13
1792,veh_1792_2,route_17_18,17,18
1792,veh_1792_3,route_16_2,16,2
1793,veh_1793_1,route_22_7,22,7
1793,veh_1793_2,route_21_8,21,8
1793,veh_1793_3,route_20_14,20,14
1799,veh_1799_1,route_10_19,10,19
1799,veh_1799_2,route_11_18,11,18
1803,veh_1803_1,route_9_2,9,2
1807,veh_1807_1,route_17_1,17,1
1807,veh_1807_2,route_5_13,5,13
1807,veh_1807_3,route_4_14,4,14
1807,veh_1807_4,route_3_18,3,18
1809,veh_1809_1,route_16_2,16,2
1812,veh_1812_1,route_15_8,15,8
1815,veh_1815_1,route_20_14,20,14
1815,veh_1815_2,route_22_7,22,7
1816,veh_1816_1,route_21_8,21,8
1818,veh_1818_1,route_10_19,10,19
1819,veh_1819_1,route_11_18,11,18
1820,veh_1820_1,route_9_1,9,1
1822,veh_1822_1,route_5_13,5,13
1824,veh_1824_1,route_4_14,4,14
1825,veh_1825_1,route_17_1,17,1
1825,veh_1825_2,route_16_2,16,2
1825,veh_1825_3,route_3_18,3,18
1826,veh_1826_1,route_15_8,15,8
1831,veh_1831_1,route_20_14,20,14
1831,veh_1831_2,route_22_7,22,7
1832,veh_1832_1,route_21_8,21,8
1837,veh_1837_1,route_11_18,11,18
1837,veh_1837_2,route_10_19,10,19
1841,veh_1841_1,route_22_1,22,1
1842,veh_1842_1,route_3_18,3,18
1843,veh_1843_1,route_16_2,16,2
1843,veh_1843_2,route_4_14,4,14
1843,veh_1843_3,route_5_13,5,13
1846,veh_1846_1,route_16_2,16,2
1847,veh_1847_1,route_17_1,17,1
1851,veh_1851_1,route_15_8,15,8
1853,veh_1853_1,route_20_14,20,14
1854,veh_1854_1,route_21_8,21,8
1854,veh_1854_2,route_22_7,22,7
1855,veh_1855_1,route_9_1,9,1
1855,veh_1855_2,route_11_18,11,18
1856,veh_1856_1,route_22_7,22,7
1858,veh_1858_1,route_10_19,10,19
1861,veh_1861_1,route_4_14,4,14
1861,veh_1861_2,route_5_13,5,13
1863,veh_1863_1,route_6_7,6,7
1869,veh_1869_1,route_15_8,15,8
1871,veh_1871_1,route_16_2,16,2
1872,veh_1872_1,route_11_18,11,18
1873,veh_1873_1,route_20_14,20,14
1874,veh_1874_1,route_3_18,3,18
1874,veh_1874_2,route_10_19,10,19
1877,veh_1877_1,route_5_13,5,13
1881,veh_1881_1,route_21_8,21,8
1882,veh_1882_1,route_22_7,22,7
1883,veh_1883_1,route_21_8,21,8
1884,veh_1884_1,route_21_8,21,8
1885,veh_1885_1,route_9_19,9,19
1886,veh_1886_1,route_16_2,16,2
1887,veh_1887_1,route_10_18,10,18
1887,veh_1887_2,route_11_18,11,18
1888,veh_1888_1,route_17_1,17,1
1891,veh_1891_1,route_6_7,6,7
1893,veh_1893_1,route_4_14,4,14
1893,veh_1893_2,route_3_18,3,18
1896,veh_1896_1,route_15_8,15,8
1897,veh_1897_1,route_6_7,6,7
1898,veh_1898_1,route_16_2,16,2
1898,veh_1898_2,route_17_1,17,1
1902,veh_1902_1,route_4_14,4,14
1902,veh_1902_2,route_21_8,21,8
1902,veh_1902_3,route_22_7,22,7
1904,veh_1904_1,route_20_14,20,14
1906,veh_1906_1,route_11_18,11,18
1907,veh_1907_1,route_10_13,10,13
1907,veh_1907_2,route_12_13,12,13
1911,veh_1911_1,route_10_19,10,19
1911,veh_1911_2,route_12_13,12,13
1913,veh_1913_1,route_16_2,16,2
1913,veh_1913_2,route_15_8,15,8
1913,veh_1913_3,route_3_18,3,18
1915,veh_1915_1,route_4_14,4,14
1915,veh_1915_2,route_5_13,5,13
1916,veh_1916_1,route_17_1,17,1
1916,veh_1916_2,route_12_13,12,13
1919,veh_1919_1,route_6_7,6,7
1921,veh_1921_1,route_12_13,12,13
1922,veh_1922_1,route_22_7,22,7
1922,veh_1922_2,route_21_8,21,8
1922,veh_1922_3,route_20_14,20,14
1926,veh_1926_1,route_11_18,11,18
1927,veh_1927_1,route_10_19,10,19
1933,veh_1933_1,route_4_14,4,14
1933,veh_1933_2,route_3_18,3,18
1936,veh_1936_1,route_17_1,17,1
1936,veh_1936_2,route_15_8,15,8
1941,veh_1941_1,route_22_7,22,7
1941,veh_1941_2,route_21_8,21,8
1942,veh_1942_1,route_10_19,10,19
1944,veh_1944_1,route_11_18,11,18
1944,veh_1944_2,route_22_7,22,7
1948,veh_1948_1,route_3_18,3,18
1950,veh_1950_1,route_17_1,17,1
1950,veh_1950_2,route_16_2,16,2
1955,veh_1955_1,route_15_8,15,8
1956,veh_1956_1,route_9_1,9,1
1960,veh_1960_1,route_10_19,10,19
1960,veh_1960_2,route_11_18,11,18
1962,veh_1962_1,route_5_13,5,13
1964,veh_1964_1,route_22_7,22,7
1964,veh_1964_2,route_21_8,21,8
1967,veh_1967_1,route_17_1,17,1
1967,veh_1967_2,route_16_2,16,2
1969,veh_1969_1,route_4_14,4,14
1971,veh_1971_1,route_5_13,5,13
1973,veh_1973_1,route_3_18,3,18
1973,veh_1973_2,route_15_8,15,8
1975,veh_1975_1,route_12_13,12,13
1977,veh_1977_1,route_11_18,11,18
1981,veh_1981_1,route_10_19,10,19
1981,veh_1981_2,route_9_2,9,2
1982,veh_1982_1,route_12_13,12,13
1983,veh_1983_1,route_11_18,11,18
1984,veh_1984_1,route_22_7,22,7
1984,veh_1984_2,route_21_8,21,8
1987,veh_1987_1,route_17_1,17,1
1987,veh_1987_2,route_16_2,16,2
1989,veh_1989_1,route_15_8,15,8
1990,veh_1990_1,route_3_18,3,18
1990,veh_1990_2,route_5_13,5,13
1993,veh_1993_1,route_6_7,6,7
1996,veh_1996_1,route_12_13,12,13
1996,veh_1996_2,route_10_19,10,19
1998,veh_1998_1,route_11_18,11,18
2001,veh_2001_1,route_22_7,22,7
2001,veh_2001_2,route_21_8,21,8
2005,veh_2005_1,route_17_1,17,1
2005,veh_2005_2,route_16_2,16,2
2007,veh_2007_1,route_15_8,15,8
2009,veh_2009_1,route_22_1,22,1
2012,veh_2012_1,route_4_14,4,14
2012,veh_2012_2,route_3_18,3,18
2014,veh_2014_1,route_5_13,5,13
2017,veh_2017_1,route_12_13,12,13
2018,veh_2018_1,route_21_8,21,8
2018,veh_2018_2,route_22_7,22,7
2018,veh_2018_3,route_11_18,11,18
2018,veh_2018_4,route_10_19,10,19
2023,veh_2023_1,route_12_13,12,13
2025,veh_2025_1,route_17_1,17,1
2027,veh_2027_1,route_5_13,5,13
2027,veh_2027_2,route_16_2,16,2
2030,veh_2030_1,route_3_18,3,18
2033,veh_2033_1,route_15_8,15,8
2035,veh_2035_1,route_22_7,22,7
2035,veh_2035_2,route_21_8,21,8
2043,veh_2043_1,route_11_18,11,18
2043,veh_2043_2,route_10_19,10,19
2043,veh_2043_3,route_3_18,3,18
2045,veh_2045_1,route_12_13,12,13
2045,veh_2045_2,route_5_13,5,13
2052,veh_2052_1,route_15_8,15,8
2053,veh_2053_1,route_16_2,16,2
2053,veh_2053_2,route_17_1,17,1
2054,veh_2054_1,route_11_18,11,18
2054,veh_2054_2,route_10_19,10,19
2054,veh_2054_3,route_22_7,22,7
2054,veh_2054_4,route_21_8,21,8
2060,veh_2060_1,route_3_18,3,18
2060,veh_2060_2,route_4_14,4,14
2065,veh_2065_1,route_10_19,10,19
2068,veh_2068_1,route_22_7,22,7
2068,veh_2068_2,route_21_8,21,8
2073,veh_2073_1,route_3_18,3,18
2073,veh_2073_2,route_4_14,4,14
2074,veh_2074_1,route_5_13,5,13
2074,veh_2074_2,route_17_1,17,1
2074,veh_2074_3,route_16_2,16,2
2075,veh_2075_1,route_15_8,15,8
2077,veh_2077_1,route_17_1,17,1
2081,veh_2081_1,route_22_7,22,7
2081,veh_2081_2,route_21_8,21,8
2082,veh_2082_1,route_20_14,20,14
2083,veh_2083_1,route_11_18,11,18
2083,veh_2083_2,route_10_19,10,19
2089,veh_2089_1,route_17_1,17,1
2089,veh_2089_2,route_16_2,16,2
2089,veh_2089_3,route_6_7,6,7
2089,veh_2089_4,route_3_18,3,18
2090,veh_2090_1,route_4_14,4,14
2090,veh_2090_2,route_15_8,15,8
2093,veh_2093_1,route_3_18,3,18
2094,veh_2094_1,route_22_1,22,1
2096,veh_2096_1,route_21_8,21,8
2097,veh_2097_1,route_10_19,10,19
2101,veh_2101_1,route_4_14,4,14
2101,veh_2101_2,route_5_13,5,13
2101,veh_2101_3,route_22_7,22,7
2101,veh_2101_4,route_20_14,20,14
2104,veh_2104_1,route_3_18,3,18
2104,veh_2104_2,route_6_7,6,7
2104,veh_2104_3,route_16_2,16,2
2105,veh_2105_1,route_17_1,17,1
2111,veh_2111_1,route_15_8,15,8
2112,veh_2112_1,route_21_8,21,8
2114,veh_2114_1,route_10_19,10,19
2115,veh_2115_1,route_22_1,22,1
2115,veh_2115_2,route_20_14,20,14
2115,veh_2115_3,route_11_18,11,18
2115,veh_2115_4,route_10_19,10,19
2119,veh_2119_1,route_4_14,4,14
2119,veh_2119_2,route_6_7,6,7
2121,veh_2121_1,route_3_18,3,18
2122,veh_2122_1,route_4_14,4,14
2125,veh_2125_1,route_17_1,17,1
2125,veh_2125_2,route_16_2,16,2
2129,veh_2129_1,route_22_7,22,7
2129,veh_2129_2,route_21_8,21,8
2129,veh_2129_3,route_20_14,20,14
2134,veh_2134_1,route_11_18,11,18
2134,veh_2134_2,route_10_19,10,19
2138,veh_2138_1,route_4_14,4,14
2139,veh_2139_1,route_3_18,3,18
2141,veh_2141_1,route_15_8,15,8
2144,veh_2144_1,route_22_1,22,1
2144,veh_2144_2,route_20_14,20,14
2147,veh_2147_1,route_11_18,11,18
2147,veh_2147_2,route_10_19,10,19
2148,veh_2148_1,route_16_2,16,2
2149,veh_2149_1,route_17_1,17,1
2150,veh_2150_1,route_3_18,3,18
2150,veh_2150_2,route_4_14,4,14
2158,veh_2158_1,route_17_18,17,18
2158,veh_2158_2,route_15_8,15,8
2158,veh_2158_3,route_22_7,22,7
2158,veh_2158_4,route_21_8,21,8
2163,veh_2163_1,route_17_18,17,18
2164,veh_2164_1,route_16_2,16,2
2170,veh_2170_1,route_10_19,10,19
2170,veh_2170_2,route_11_18,11,18
2170,veh_2170_3,route_20_14,20,14
2173,veh_2173_1,route_4_14,4,14
2173,veh_2173_2,route_3_18,3,18
2175,veh_2175_1,route_17_18,17,18
2176,veh_2176_1,route_5_13,5,13
2179,veh_2179_1,route_15_8,15,8
2179,veh_2179_2,route_16_2,16,2
2180,veh_2180_1,route_22_7,22,7
2180,veh_2180_2,route_21_8,21,8
2181,veh_2181_1,route_11_18,11,18
2183,veh_2183_1,route_10_19,10,19
2183,veh_2183_2,route_17_1,17,1
2185,veh_2185_1,route_4_14,4,14
2185,veh_2185_2,route_3_18,3,18
2185,veh_2185_3,route_5_13,5,13
2188,veh_2188_1,route_20_14,20,14
2192,veh_2192_1,route_17_18,17,18
2194,veh_2194_1,route_6_7,6,7
2196,veh_2196_1,route_16_2,16,2
2196,veh_2196_2,route_17_1,17,1
2197,veh_2197_1,route_15_8,15,8
2203,veh_2203_1,route_11_18,11,18
2203,veh_2203_2,route_21_8,21,8
2203,veh_2203_3,route_22_7,22,7
2204,veh_2204_1,route_10_19,10,19
2204,veh_2204_2,route_20_14,20,14
2206,veh_2206_1,route_12_13,12,13
2208,veh_2208_1,route_5_13,5,13
2208,veh_2208_2,route_4_14,4,14
2214,veh_2214_1,route_15_8,15,8
2214,veh_2214_2,route_16_2,16,2
2217,veh_2217_1,route_17_1,17,1
2219,veh_2219_1,route_22_7,22,7
2221,veh_2221_1,route_17_18,17,18
2221,veh_2221_2,route_20_14,20,14
2221,veh_2221_3,route_21_8,21,8
2223,veh_2223_1,route_10_19,10,19
2226,veh_2226_1,route_11_18,11,18
2226,veh_2226_2,route_12_13,12,13
2226,veh_2226_3,route_4_14,4,14
2230,veh_2230_1,route_15_8,15,8
2230,veh_2230_2,route_12_13,12,13
2232,veh_2232_1,route_16_2,16,2
2234,veh_2234_1,route_17_1,17,1
2234,veh_2234_2,route_9_2,9,2
2234,veh_2234_3,route_9_2,9,2
2235,veh_2235_1,route_17_18,17,18
2235,veh_2235_2,route_10_19,10,19
2236,veh_2236_1,route_6_7,6,7
2237,veh_2237_1,route_22_7,22,7
2237,veh_2237_2,route_21_8,21,8
2237,veh_2237_3,route_20_14,20,14
2242,veh_2242_1,route_11_18,11,18
2242,veh_2242_2,route_12_13,12,13
2243,veh_2243_1,route_4_14,4,14
2243,veh_2243_2,route_5_13,5,13
2245,veh_2245_1,route_15_8,15,8
2248,veh_2248_1,route_16_2,16,2
2249,veh_2249_1,route_17_1,17,1
2249,veh_2249_2,route_20_14,20,14
2251,veh_2251_1,route_22_7,22,7
2251,veh_2251_2,route_21_8,21,8
2256,veh_2256_1,route_9_1,9,1
2257,veh_2257_1,route_10_19,10,19
2257,veh_2257_2,route_6_7,6,7
2257,veh_2257_3,route_11_18,11,18
2260,veh_2260_1,route_5_13,5,13
2261,veh_2261_1,route_16_2,16,2
2262,veh_2262_1,route_17_1,17,1
2263,veh_2263_1,route_15_8,15,8
2267,veh_2267_1,route_20_14,20,14
2267,veh_2267_2,route_22_7,22,7
2269,veh_2269_1,route_21_8,21,8
2271,veh_2271_1,route_10_19,10,19
2272,veh_2272_1,route_12_13,12,13
2273,veh_2273_1,route_9_2,9,2
2276,veh_2276_1,route_17_1,17,1
2276,veh_2276_2,route_16_2,16,2
2276,veh_2276_3,route_15_8,15,8
2279,veh_2279_1,route_20_14,20,14
2285,veh_2285_1,route_10_19,10,19
2285,veh_2285_2,route_22_1,22,1
2286,veh_2286_1,route_21_8,21,8
2286,veh_2286_2,route_11_18,11,18
2287,veh_2287_1,route_22_7,22,7
2289,veh_2289_1,route_16_2,16,2
2290,veh_2290_1,route_5_13,5,13
2290,veh_2290_2,route_4_14,4,14
2291,veh_2291_1,route_17_1,17,1
2294,veh_2294_1,route_12_13,12,13
2295,veh_2295_1,route_15_8,15,8
2300,veh_2300_1,route_11_18,11,18
2300,veh_2300_2,route_10_19,10,19
2300,veh_2300_3,route_21_8,21,8
2300,veh_2300_4,route_22_7,22,7
2300,veh_2300_5,route_20_14,20,14
2304,veh_2304_1,route_4_14,4,14
2304,veh_2304_2,route_6_7,6,7
2309,veh_2309_1,route_3_18,3,18
2310,veh_2310_1,route_17_1,17,1
2310,veh_2310_2,route_16_2,16,2
2314,veh_2314_1,route_15_8,15,8
2316,veh_2316_1,route_12_13,12,13
2316,veh_2316_2,route_22_7,22,7
2317,veh_2317_1,route_11_18,11,18
2318,veh_2318_1,route_21_8,21,8
2319,veh_2319_1,route_10_19,10,19
2320,veh_2320_1,route_12_13,12,13
2320,veh_2320_2,route_6_7,6,7
2321,veh_2321_1,route_12_13,12,13
2324,veh_2324_1,route_5_13,5,13
2324,veh_2324_2,route_3_18,3,18
2324,veh_2324_3,route_4_14,4,14
2327,veh_2327_1,route_16_2,16,2
2327,veh_2327_2,route_17_1,17,1
2327,veh_2327_3,route_15_8,15,8
2332,veh_2332_1,route_12_13,12,13
2334,veh_2334_1,route_10_19,10,19
2334,veh_2334_2,route_11_18,11,18
2334,veh_2334_3,route_22_7,22,7
2334,veh_2334_4,route_21_8,21,8
2334,veh_2334_5,route_20_14,20,14
2339,veh_2339_1,route_4_14,4,14
2342,veh_2342_1,route_16_2,16,2
2344,veh_2344_1,route_17_1,17,1
2344,veh_2344_2,route_15_8,15,8
2346,veh_2346_1,route_22_1,22,1
2346,veh_2346_2,route_21_8,21,8
2346,veh_2346_3,route_20_14,20,14
2347,veh_2347_1,route_11_18,11,18
2349,veh_2349_1,route_10_19,10,19
2354,veh_2354_1,route_5_13,5,13
2354,veh_2354_2,route_17_1,17,1
2356,veh_2356_1,route_16_2,16,2
2357,veh_2357_1,route_4_14,4,14
2358,veh_2358_1,route_3_18,3,18
2359,veh_2359_1,route_15_8,15,8
2364,veh_2364_1,route_21_8,21,8
2365,veh_2365_1,route_10_19,10,19
2365,veh_2365_2,route_22_7,22,7
2365,veh_2365_3,route_20_14,20,14
2366,veh_2366_1,route_11_18,11,18
2371,veh_2371_1,route_17_1,17,1
2373,veh_2373_1,route_16_2,16,2
2375,veh_2375_1,route_15_8,15,8
2376,veh_2376_1,route_3_18,3,18
2376,veh_2376_2,route_4_14,4,14
2379,veh_2379_1,route_22_1,22,1
2379,veh_2379_2,route_21_8,21,8
2381,veh_2381_1,route_11_18,11,18
2383,veh_2383_1,route_10_19,10,19
2385,veh_2385_1,route_20_14,20,14
2388,veh_2388_1,route_17_1,17,1
2388,veh_2388_2,route_16_2,16,2
2389,veh_2389_1,route_3_18,3,18
2389,veh_2389_2,route_4_14,4,14
